age,gender,weight_kg,height_cm,bmi,body_fat_pct,exercise_type,met_value,duration_min,intensity,heart_rate,calories_burned
31,0,66.7,156.0,27.4,26.2,Running,9.8,31,3,130,697.0
50,0,53.7,155.6,22.17,18.8,HIIT,12.0,72,3,145,1500.0
28,1,87.2,171.0,29.83,18.6,Jump Rope,11.0,113,3,133,1500.0
24,1,81.1,190.1,22.42,25.7,Elliptical,6.0,82,2,119,1129.1
49,0,71.3,164.4,26.38,29.1,Walking,3.5,61,2,103,442.9
39,0,65.4,159.7,25.64,21.8,Swimming,8.0,79,3,145,1500.0
17,0,48.4,164.3,17.93,30.7,Walking,3.5,28,3,142,258.0
61,1,81.5,185.3,23.74,28.3,Swimming,8.0,91,1,84,823.0
52,1,81.8,166.7,29.42,24.9,Swimming,8.0,30,2,108,515.2
31,1,86.8,174.7,28.43,17.7,Yoga,3.0,47,2,120,442.5
26,0,73.3,151.4,32.0,17.9,Cycling,7.5,113,2,133,1500.0
68,0,74.6,164.2,27.67,20.8,Running,9.8,19,1,107,183.9
66,1,85.1,187.3,24.26,8.7,Weight Training,5.0,70,2,102,844.4
38,0,68.6,163.9,25.52,29.9,Weight Training,5.0,51,2,113,457.3
43,0,79.1,163.6,29.56,23.5,Weight Training,5.0,26,3,160,419.8
57,0,52.8,161.1,20.36,24.0,Elliptical,6.0,117,3,144,1500.0
39,0,56.9,174.5,18.69,23.0,Elliptical,6.0,87,2,127,851.7
50,1,78.4,171.6,26.61,11.8,Rowing,8.5,79,3,153,1500.0
72,0,56.7,165.9,20.6,25.9,Swimming,8.0,51,1,93,339.8
74,1,72.7,176.3,23.4,15.3,HIIT,12.0,96,3,132,1500.0
40,1,57.0,175.1,18.61,20.1,Walking,3.5,79,2,131,655.7
52,0,67.4,159.2,26.57,22.4,Walking,3.5,61,2,133,462.9
15,1,67.1,171.8,22.75,17.4,Yoga,3.0,21,3,147,238.4
34,1,54.4,159.3,21.44,27.0,Cycling,7.5,37,3,152,659.6
69,0,51.3,164.3,19.02,30.8,Cycling,7.5,31,3,147,491.7
42,1,91.7,165.0,33.67,13.3,Rowing,8.5,56,3,150,1500.0
30,1,83.8,194.8,22.1,21.3,Running,9.8,76,2,129,1500.0
61,1,66.3,179.4,20.61,22.9,Running,9.8,117,3,142,1500.0
31,1,69.7,177.0,22.25,10.5,Jump Rope,11.0,116,2,126,1500.0
54,1,92.8,179.2,28.88,19.8,Walking,3.5,68,2,127,794.9
42,1,92.5,171.1,31.59,20.7,Rowing,8.5,58,2,130,1224.6
72,1,78.8,173.9,26.08,26.7,HIIT,12.0,63,3,150,1500.0
26,1,92.1,179.0,28.73,16.0,Swimming,8.0,45,3,140,1209.5
41,0,63.8,155.7,26.34,22.9,Cycling,7.5,57,2,117,686.4
68,0,79.4,161.8,30.33,24.5,Walking,3.5,24,3,152,286.5
67,0,70.5,166.1,25.56,22.7,Running,9.8,117,3,161,1500.0
56,1,73.6,163.2,27.66,14.3,Jump Rope,11.0,63,3,156,1500.0
73,1,78.3,179.3,24.38,20.5,Jump Rope,11.0,26,3,138,814.6
61,1,57.8,168.5,20.36,12.2,Rowing,8.5,51,3,135,1036.1
44,0,72.1,155.3,29.89,20.6,Rowing,8.5,47,1,82,332.8
55,0,67.1,166.0,24.35,21.8,Rowing,8.5,58,1,84,377.8
48,0,54.5,152.0,23.58,31.5,Walking,3.5,47,1,81,149.5
51,1,106.0,188.6,29.8,10.9,Swimming,8.0,59,3,121,1500.0
20,0,66.9,166.1,24.23,15.1,Elliptical,6.0,61,3,141,954.9
21,0,62.7,162.7,23.69,26.5,HIIT,12.0,86,1,91,740.8
46,1,58.8,181.0,17.95,15.2,HIIT,12.0,90,1,102,876.7
46,0,63.9,154.6,26.73,26.6,Cycling,7.5,67,1,103,466.8
67,1,84.7,178.8,26.5,13.7,Weight Training,5.0,41,2,129,570.5
39,0,73.4,175.9,23.72,21.8,Cycling,7.5,115,3,152,1500.0
47,1,75.1,166.7,27.02,16.6,Swimming,8.0,73,2,138,1267.6
69,1,78.1,178.4,24.56,19.8,Walking,3.5,113,1,88,628.9
72,1,84.4,173.3,28.1,11.2,Jump Rope,11.0,105,2,126,1500.0
21,1,88.3,180.5,27.1,19.7,Running,9.8,89,1,88,946.0
66,1,71.6,174.2,23.57,7.5,Jump Rope,11.0,64,2,120,1297.1
71,0,70.3,158.7,27.91,30.5,Jump Rope,11.0,88,3,158,1500.0
26,1,84.9,179.9,26.22,24.8,Walking,3.5,34,2,111,314.0
30,1,75.8,180.1,23.38,11.0,Walking,3.5,111,3,158,1500.0
30,1,72.9,169.0,25.52,15.1,Swimming,8.0,70,1,83,528.7
57,1,86.6,194.4,22.91,10.6,Rowing,8.5,32,2,122,616.6
67,0,72.0,146.2,33.68,31.5,Swimming,8.0,94,3,154,1500.0
50,1,63.6,180.1,19.63,18.8,Walking,3.5,79,3,157,1017.7
27,0,49.3,174.1,16.26,21.0,Jump Rope,11.0,117,3,149,1500.0
21,1,65.0,166.1,23.54,15.1,Cycling,7.5,93,2,107,1157.4
50,1,76.9,181.3,23.39,23.4,Weight Training,5.0,68,1,103,476.2
61,0,56.9,169.4,19.82,24.6,Weight Training,5.0,19,3,152,242.7
65,0,51.4,166.0,18.66,25.9,Walking,3.5,29,3,138,250.3
23,0,64.5,159.5,25.34,28.4,HIIT,12.0,76,2,147,1473.6
46,1,42.7,172.3,14.37,27.0,Elliptical,6.0,100,3,159,1355.8
25,0,69.3,180.9,21.18,19.1,HIIT,12.0,52,3,164,1500.0
22,1,81.6,175.4,26.51,19.5,HIIT,12.0,59,2,118,1381.0
47,0,65.6,167.9,23.25,27.6,Rowing,8.5,103,1,107,792.9
37,0,62.6,169.3,21.85,14.5,Weight Training,5.0,75,2,108,624.9
39,1,90.3,186.4,25.97,14.5,Elliptical,6.0,66,2,122,1046.5
70,0,68.4,167.6,24.35,20.3,Cycling,7.5,111,2,125,1492.2
22,0,69.4,162.2,26.39,24.8,Cycling,7.5,74,2,111,945.1
59,1,71.5,173.7,23.72,21.5,Rowing,8.5,114,3,145,1500.0
36,1,97.6,175.4,31.7,18.4,Weight Training,5.0,38,1,89,293.4
73,1,75.9,176.9,24.23,18.6,Elliptical,6.0,77,3,134,1484.4
18,0,56.3,162.8,21.26,28.3,Rowing,8.5,74,1,94,456.7
54,0,71.5,168.9,25.07,26.2,Running,9.8,24,3,145,615.7
17,0,56.0,176.7,17.95,30.5,Cycling,7.5,60,3,149,996.9
43,0,60.1,155.4,24.88,22.4,Walking,3.5,82,2,129,606.6
55,0,54.4,165.4,19.89,19.5,Walking,3.5,20,2,127,122.8
43,1,58.8,177.4,18.66,19.5,Running,9.8,87,3,142,1500.0
48,0,59.8,163.4,22.42,24.4,Jump Rope,11.0,58,2,116,923.8
48,1,84.8,194.6,22.4,23.1,Walking,3.5,92,1,85,500.8
42,0,54.9,157.1,22.22,24.6,Elliptical,6.0,106,2,114,954.4
27,1,99.1,187.2,28.29,21.9,Cycling,7.5,96,3,146,1500.0
29,0,64.6,169.5,22.48,27.3,Running,9.8,45,3,146,1018.5
74,0,57.6,151.6,25.03,18.8,Cycling,7.5,49,3,143,810.9
37,1,73.8,163.1,27.72,10.1,Walking,3.5,49,3,136,628.8
58,0,66.3,161.7,25.35,25.7,Elliptical,6.0,114,1,92,618.4
40,1,76.9,170.4,26.49,26.8,Weight Training,5.0,33,3,144,545.9
18,0,56.2,159.2,22.2,21.9,HIIT,12.0,47,2,111,730.0
40,0,64.4,165.0,23.64,31.3,Yoga,3.0,109,3,142,1021.8
54,1,80.8,175.0,26.39,23.7,Jump Rope,11.0,103,3,151,1500.0
23,0,63.0,155.2,26.15,21.2,Walking,3.5,73,2,106,463.4
69,1,63.1,177.6,20.0,15.5,Walking,3.5,61,1,107,358.3
19,0,46.0,156.7,18.73,28.9,Rowing,8.5,85,2,125,935.0
70,0,59.2,149.8,26.39,27.9,Weight Training,5.0,82,1,85,364.2
46,0,70.1,172.8,23.48,17.3,Rowing,8.5,16,3,137,337.0
34,0,54.0,159.5,21.24,25.7,Swimming,8.0,103,1,98,650.0
64,0,47.5,165.3,17.39,20.0,Swimming,8.0,39,3,145,609.9
25,0,57.8,154.3,24.3,24.0,Yoga,3.0,48,1,77,129.1
29,0,73.4,162.3,27.87,30.6,Elliptical,6.0,117,3,142,1500.0
46,1,90.1,184.1,26.58,17.2,Swimming,8.0,115,2,111,1500.0
42,0,59.4,162.6,22.48,24.2,Rowing,8.5,67,3,153,1302.6
36,0,67.2,156.2,27.55,17.9,Running,9.8,39,3,145,925.9
55,0,57.2,167.7,20.35,25.7,HIIT,12.0,36,3,157,904.2
31,1,87.4,158.9,34.61,21.1,Walking,3.5,51,3,147,781.6
73,1,67.9,175.2,22.12,18.6,Running,9.8,15,1,92,145.4
40,0,57.3,161.2,22.06,29.6,Yoga,3.0,46,1,78,146.6
58,0,51.4,145.2,24.36,22.9,Rowing,8.5,93,2,118,1072.8
21,0,60.4,156.5,24.67,27.3,HIIT,12.0,62,1,87,520.6
56,1,89.5,167.6,31.87,19.3,Weight Training,5.0,92,2,120,1249.3
71,0,78.8,172.6,26.45,25.8,Weight Training,5.0,21,3,145,340.0
40,1,86.8,181.6,26.3,14.4,Yoga,3.0,81,1,83,369.6
39,0,64.4,158.3,25.68,18.1,Yoga,3.0,80,2,115,510.4
24,1,85.3,183.2,25.41,17.2,HIIT,12.0,71,3,138,1500.0
73,1,83.0,181.2,25.28,22.4,Swimming,8.0,50,2,123,938.1
59,0,64.8,162.1,24.68,21.3,Weight Training,5.0,107,2,117,983.0
33,0,53.1,154.4,22.29,15.0,Yoga,3.0,88,2,100,450.7
25,0,76.1,168.4,26.84,26.0,Cycling,7.5,27,1,92,205.2
27,0,51.0,167.9,18.07,28.5,Elliptical,6.0,117,1,80,477.4
67,0,54.1,158.1,21.66,23.3,Weight Training,5.0,116,2,112,931.4
22,0,42.2,148.5,19.12,23.4,Walking,3.5,97,2,153,672.8
54,0,70.3,154.5,29.44,27.8,Weight Training,5.0,58,2,125,583.6
18,1,75.2,174.8,24.62,15.8,Jump Rope,11.0,96,2,114,1500.0
61,0,72.9,163.0,27.46,28.4,Running,9.8,76,2,120,1300.7
45,0,81.1,156.6,33.05,23.6,Rowing,8.5,82,1,87,674.7
42,1,54.6,182.5,16.4,16.7,Yoga,3.0,61,2,150,542.9
25,0,50.3,160.7,19.49,26.7,Cycling,7.5,44,2,123,450.8
57,0,44.4,162.1,16.88,32.8,HIIT,12.0,87,2,125,1226.5
15,0,56.6,178.7,17.71,26.4,Weight Training,5.0,49,2,104,374.3
63,0,71.8,168.4,25.3,20.5,Jump Rope,11.0,65,3,149,1500.0
61,1,86.6,170.1,29.93,13.7,Jump Rope,11.0,67,2,110,1500.0
66,1,81.9,172.8,27.43,22.7,Elliptical,6.0,115,3,160,1500.0
52,0,68.3,165.9,24.82,27.6,Walking,3.5,24,3,164,275.5
38,0,86.6,167.8,30.78,24.7,Swimming,8.0,57,2,110,930.5
68,1,75.8,186.1,21.9,23.6,Elliptical,6.0,117,2,109,1500.0
74,0,55.2,173.4,18.36,30.9,Weight Training,5.0,15,3,140,161.5
71,1,85.6,184.5,25.15,17.9,Swimming,8.0,16,2,139,325.9
61,1,75.9,172.0,25.67,21.5,Running,9.8,115,3,143,1500.0
45,1,82.4,176.9,26.34,16.8,Walking,3.5,19,3,147,295.3
55,0,71.2,162.5,26.97,36.3,Elliptical,6.0,46,1,96,285.5
60,0,58.5,163.1,21.98,20.8,Jump Rope,11.0,109,2,99,1500.0
64,0,69.3,167.4,24.72,22.3,Jump Rope,11.0,53,3,158,1436.7
40,1,73.8,165.9,26.83,15.2,Jump Rope,11.0,42,3,154,1278.0
63,0,61.4,165.0,22.54,32.0,Running,9.8,85,2,108,1246.9
64,0,62.3,166.4,22.5,20.7,Running,9.8,65,3,143,1454.2
19,1,71.6,168.9,25.07,16.9,Elliptical,6.0,16,2,113,195.5
34,0,61.6,165.3,22.54,37.0,Yoga,3.0,89,1,95,327.1
66,0,68.6,165.9,24.94,29.8,Elliptical,6.0,62,2,131,705.2
55,0,53.1,163.5,19.87,23.7,Swimming,8.0,97,1,89,599.4
25,1,55.6,170.7,19.07,19.3,Running,9.8,41,2,128,597.6
70,0,63.0,154.9,26.28,16.1,Cycling,7.5,62,1,82,365.8
68,1,72.7,176.5,23.34,10.6,Jump Rope,11.0,78,3,150,1500.0
47,1,84.9,160.5,32.98,18.5,Yoga,3.0,101,1,85,494.0
64,1,91.0,170.8,31.19,19.3,Weight Training,5.0,109,2,119,1500.0
52,0,54.8,169.3,19.11,26.1,Cycling,7.5,84,3,139,1322.3
41,0,66.0,171.3,22.48,35.3,Jump Rope,11.0,63,3,133,1500.0
48,0,71.8,166.5,25.91,32.4,HIIT,12.0,23,2,123,468.3
29,1,69.9,177.3,22.24,18.2,Jump Rope,11.0,47,2,117,880.3
46,1,77.3,173.6,25.67,23.7,Running,9.8,37,3,146,1028.7
72,0,71.4,157.5,28.79,23.1,Swimming,8.0,107,3,148,1500.0
35,1,81.5,182.7,24.4,18.0,Running,9.8,118,2,130,1500.0
60,0,45.8,171.2,15.62,22.3,Weight Training,5.0,108,3,128,1099.8
19,0,75.2,152.5,32.35,28.5,Yoga,3.0,84,3,177,970.1
20,0,56.9,164.2,21.09,29.9,HIIT,12.0,74,2,111,1183.1
52,0,61.2,153.1,26.13,36.0,HIIT,12.0,31,1,85,264.6
36,0,66.1,165.5,24.14,18.4,Walking,3.5,16,2,133,139.3
32,0,57.7,159.3,22.72,30.3,HIIT,12.0,53,3,164,1354.6
28,0,70.6,154.1,29.7,22.6,Swimming,8.0,28,3,133,531.9
24,1,78.7,189.1,22.0,16.2,Cycling,7.5,94,3,141,1500.0
60,0,57.3,165.5,20.9,26.8,Jump Rope,11.0,51,3,152,1168.2
27,1,80.6,179.4,25.05,19.7,HIIT,12.0,119,3,139,1500.0
45,1,65.1,170.3,22.43,24.7,Running,9.8,102,3,155,1500.0
44,0,52.4,160.7,20.31,29.9,Elliptical,6.0,82,1,88,378.5
17,1,71.9,154.4,30.17,20.4,Elliptical,6.0,43,3,131,726.3
44,1,77.2,187.9,21.87,19.7,Rowing,8.5,104,2,132,1500.0
20,1,67.8,167.2,24.23,9.9,Cycling,7.5,33,1,98,215.7
43,0,79.5,152.7,34.1,25.8,Elliptical,6.0,32,3,152,579.8
22,0,80.9,158.3,32.3,29.7,Yoga,3.0,106,2,138,868.3
58,0,64.2,165.4,23.47,32.8,Cycling,7.5,106,1,95,679.2
59,0,61.0,161.5,23.39,15.9,Rowing,8.5,45,2,111,579.1
57,0,63.2,158.0,25.33,30.8,Rowing,8.5,26,3,136,505.3
58,1,104.3,181.3,31.72,28.3,Swimming,8.0,99,2,97,1500.0
47,1,73.1,181.7,22.16,17.2,Cycling,7.5,46,1,79,319.3
31,0,65.4,166.9,23.48,17.1,Jump Rope,11.0,82,2,123,1396.3
62,1,103.4,168.3,36.51,5.8,Rowing,8.5,37,2,118,847.0
25,1,90.0,176.5,28.87,11.5,Cycling,7.5,72,3,146,1500.0
27,1,86.6,183.9,25.62,22.2,Rowing,8.5,27,2,122,525.6
64,1,56.1,163.1,21.09,17.8,Swimming,8.0,31,1,92,252.0
25,0,74.5,167.4,26.6,17.5,Running,9.8,109,1,101,968.1
45,0,65.8,169.5,22.89,19.4,HIIT,12.0,36,3,157,1016.4
42,0,69.0,155.5,28.52,18.2,Cycling,7.5,87,3,149,1500.0
58,1,69.2,187.8,19.63,10.6,Running,9.8,20,2,117,356.2
20,1,77.0,174.6,25.26,18.2,Weight Training,5.0,87,1,99,542.6
55,0,81.9,157.1,33.18,25.8,Rowing,8.5,80,3,152,1500.0
30,0,49.6,170.3,17.1,22.4,Jump Rope,11.0,73,1,85,470.8
18,1,81.3,170.4,28.02,16.5,Swimming,8.0,76,2,106,1209.4
49,0,62.3,161.1,24.03,23.1,Jump Rope,11.0,22,3,165,560.1
74,0,75.5,165.5,27.56,28.1,HIIT,12.0,62,1,101,687.2
62,1,85.9,158.4,34.26,19.8,Yoga,3.0,23,1,83,123.3
70,1,85.5,173.1,28.53,16.4,Running,9.8,113,1,92,1337.0
73,0,67.5,158.0,27.05,22.9,Rowing,8.5,116,2,128,1500.0
40,1,57.9,180.2,17.82,12.8,Cycling,7.5,35,1,102,237.1
71,0,64.3,162.7,24.32,12.2,Rowing,8.5,52,3,150,1091.4
26,1,78.7,162.2,29.89,13.2,Yoga,3.0,90,2,105,698.8
25,1,87.2,187.2,24.88,8.0,Swimming,8.0,55,2,128,1031.8
51,0,64.4,163.2,24.18,27.0,Elliptical,6.0,17,3,139,252.9
39,1,78.5,179.1,24.47,16.9,Walking,3.5,38,3,144,541.1
32,0,52.7,165.2,19.34,27.0,Running,9.8,42,2,119,549.1
33,1,69.4,174.7,22.75,24.1,Yoga,3.0,75,1,92,320.8
37,0,63.7,155.0,26.52,25.4,Yoga,3.0,69,2,121,453.1
69,1,82.6,186.5,23.74,25.8,Walking,3.5,56,3,170,918.4
52,1,90.1,172.6,30.22,17.0,Jump Rope,11.0,87,2,121,1500.0
68,0,68.7,158.2,27.44,17.5,Jump Rope,11.0,18,3,140,483.2
32,1,75.4,174.4,24.78,13.1,Running,9.8,105,2,92,1500.0
40,0,64.6,164.8,23.76,31.0,Weight Training,5.0,17,3,148,239.3
20,1,89.1,176.3,28.69,16.1,HIIT,12.0,89,2,122,1500.0
18,1,80.8,172.0,27.29,15.6,Elliptical,6.0,87,1,109,713.1
58,0,50.2,158.6,19.94,32.7,Cycling,7.5,76,3,128,1098.2
65,1,84.4,169.8,29.27,10.9,Walking,3.5,61,3,165,1005.3
43,1,86.5,164.6,31.93,19.7,Rowing,8.5,108,1,98,1122.9
73,0,55.4,159.4,21.81,26.1,Elliptical,6.0,49,1,100,262.8
48,1,101.0,172.9,33.8,14.5,Yoga,3.0,76,1,94,475.4
31,0,83.4,162.3,31.65,24.5,Yoga,3.0,75,1,73,225.8
57,0,59.0,152.9,25.25,32.0,Yoga,3.0,111,1,74,304.8
57,0,83.5,153.8,35.32,28.4,Rowing,8.5,29,1,82,195.8
67,1,75.8,183.3,22.56,17.3,Yoga,3.0,108,2,130,1063.3
30,1,82.5,185.8,23.91,20.0,Weight Training,5.0,89,2,121,1106.1
16,0,72.6,159.5,28.52,25.4,Jump Rope,11.0,66,2,120,1207.5
48,1,67.2,170.9,23.0,19.3,Weight Training,5.0,78,3,154,1260.1
69,0,66.4,166.9,23.84,23.2,Jump Rope,11.0,117,3,157,1500.0
22,1,62.7,185.5,18.22,22.0,Walking,3.5,70,1,85,245.7
27,0,71.3,161.0,27.52,27.7,Jump Rope,11.0,45,3,147,1220.3
56,0,67.2,167.1,24.08,23.0,Cycling,7.5,16,2,116,181.9
22,1,95.1,176.8,30.42,12.9,Weight Training,5.0,85,2,115,1121.5
44,0,77.1,170.9,26.39,22.8,Swimming,8.0,75,3,144,1500.0
46,0,67.6,150.5,29.82,21.7,Walking,3.5,71,2,130,565.1
50,1,67.4,168.9,23.65,22.5,Rowing,8.5,114,2,131,1500.0
61,0,54.3,162.5,20.57,29.7,HIIT,12.0,23,3,157,549.5
44,0,82.6,147.1,38.15,28.6,Weight Training,5.0,104,2,106,1057.1
15,1,86.0,184.9,25.18,21.8,Elliptical,6.0,66,2,117,930.1
57,0,70.5,166.2,25.54,18.7,Weight Training,5.0,24,3,139,347.2
53,0,66.8,157.0,27.1,27.6,Swimming,8.0,45,3,149,922.4
31,0,70.2,160.1,27.37,34.9,HIIT,12.0,29,3,155,844.5
73,0,82.1,159.2,32.42,24.1,Swimming,8.0,31,1,95,250.7
34,0,73.0,168.8,25.61,17.0,Yoga,3.0,41,2,108,275.3
38,0,71.4,164.4,26.4,28.6,Yoga,3.0,68,2,135,506.2
64,0,61.0,158.8,24.19,16.1,Yoga,3.0,75,2,106,420.7
36,0,56.4,157.0,22.87,20.2,Walking,3.5,114,3,150,1139.1
43,1,79.3,172.5,26.64,20.3,Yoga,3.0,28,2,129,292.0
36,0,62.6,163.0,23.55,30.6,Running,9.8,106,1,95,813.1
58,0,61.9,169.1,21.67,25.8,Walking,3.5,86,2,121,577.8
23,1,82.7,173.4,27.49,32.2,Walking,3.5,64,2,121,604.9
51,0,64.9,139.1,33.54,22.1,Elliptical,6.0,106,2,112,1066.6
24,0,78.9,169.5,27.47,19.6,Swimming,8.0,44,3,162,1004.7
50,0,68.4,162.9,25.78,22.4,HIIT,12.0,55,3,146,1500.0
51,0,49.9,163.7,18.62,23.9,Yoga,3.0,107,3,133,870.2
42,0,56.4,148.0,25.77,25.3,Running,9.8,26,3,145,558.2
42,0,63.1,158.6,25.09,28.1,Walking,3.5,113,3,149,1218.5
56,1,79.0,168.8,27.74,20.7,Weight Training,5.0,97,1,91,659.5
57,1,77.9,180.2,23.99,22.4,Cycling,7.5,68,2,126,1126.9
35,1,93.6,175.4,30.44,26.8,Cycling,7.5,60,1,98,588.9
38,1,84.1,180.9,25.68,18.2,Jump Rope,11.0,83,3,136,1500.0
56,1,89.7,173.4,29.86,22.3,Swimming,8.0,90,1,85,877.4
74,0,62.2,174.7,20.38,23.3,HIIT,12.0,84,2,111,1444.9
54,0,73.5,164.6,27.13,25.9,Jump Rope,11.0,19,3,153,560.9
16,0,54.8,171.6,18.63,18.0,Walking,3.5,102,3,145,959.5
69,0,72.5,156.3,29.66,22.2,Swimming,8.0,119,2,126,1500.0
22,0,62.4,165.3,22.82,28.2,Rowing,8.5,32,3,142,635.3
62,1,92.1,180.2,28.38,21.0,Cycling,7.5,39,1,94,403.1
41,1,99.3,184.9,29.04,7.5,Jump Rope,11.0,72,2,115,1500.0
36,0,69.5,169.1,24.32,27.0,Walking,3.5,70,3,162,812.2
51,0,52.0,170.7,17.83,31.5,Elliptical,6.0,42,3,151,554.0
41,0,71.9,172.7,24.09,25.9,Cycling,7.5,63,2,103,807.9
71,1,58.4,171.8,19.78,19.7,Yoga,3.0,102,3,151,1183.1
43,1,71.3,177.6,22.58,17.9,Yoga,3.0,101,1,78,377.6
17,0,63.0,149.8,28.08,21.8,Elliptical,6.0,79,3,161,1233.5
58,1,90.9,189.1,25.43,24.5,Cycling,7.5,92,2,119,1500.0
27,0,51.4,158.4,20.5,23.3,Jump Rope,11.0,97,3,150,1500.0
59,1,71.1,168.8,24.93,11.0,Cycling,7.5,52,3,133,1096.9
24,1,103.6,175.3,33.74,15.2,Walking,3.5,111,3,149,1500.0
50,0,59.6,153.7,25.26,31.4,HIIT,12.0,115,2,103,1500.0
23,1,69.4,168.0,24.6,22.0,Walking,3.5,84,3,154,1109.7
68,1,72.8,182.5,21.87,17.4,Rowing,8.5,48,3,147,1174.6
70,0,59.4,160.9,22.93,26.1,Yoga,3.0,37,1,90,152.2
69,1,71.5,176.3,23.03,22.2,Walking,3.5,105,1,92,594.1
41,0,75.8,148.9,34.18,27.0,Weight Training,5.0,28,2,126,272.1
48,1,67.2,191.7,18.28,23.4,Weight Training,5.0,100,1,99,627.0
65,0,68.6,172.8,22.98,35.4,Elliptical,6.0,52,2,117,554.4
15,0,48.0,157.3,19.41,33.5,Rowing,8.5,92,2,118,979.5
46,1,76.3,179.3,23.74,20.5,Walking,3.5,100,3,161,1442.6
39,1,67.5,181.7,20.44,15.9,Jump Rope,11.0,59,1,99,561.6
43,0,59.6,166.7,21.47,19.6,Rowing,8.5,75,1,96,507.9
21,1,66.9,184.2,19.73,20.5,Walking,3.5,23,1,93,106.8
63,1,78.9,183.0,23.57,13.1,Yoga,3.0,89,1,104,529.3
17,1,81.9,179.2,25.5,14.4,Weight Training,5.0,90,1,84,514.1
34,0,41.7,158.5,16.6,27.5,Weight Training,5.0,103,3,159,1120.3
34,0,72.6,161.3,27.89,19.8,Walking,3.5,16,1,82,76.8
67,0,52.4,158.0,20.99,26.5,Running,9.8,23,3,140,451.8
44,1,68.3,161.3,26.27,17.9,Running,9.8,64,3,173,1500.0
49,1,75.1,166.6,27.08,18.7,Jump Rope,11.0,59,1,101,670.3
49,0,62.6,164.1,23.23,25.4,HIIT,12.0,49,2,118,880.3
63,0,63.8,167.3,22.79,28.7,Running,9.8,110,2,100,1500.0
53,1,98.2,176.1,31.68,18.2,Yoga,3.0,76,1,74,391.5
41,1,75.3,187.5,21.42,21.2,Jump Rope,11.0,92,2,126,1500.0
40,1,84.2,183.7,24.95,22.3,Running,9.8,107,2,127,1500.0
28,1,86.2,157.6,34.69,8.0,Elliptical,6.0,71,3,152,1500.0
31,0,70.6,161.3,27.15,28.5,Jump Rope,11.0,97,1,95,888.3
32,1,65.9,175.4,21.41,22.7,Swimming,8.0,114,1,61,630.3
59,1,80.8,169.8,28.04,16.6,Elliptical,6.0,60,3,150,1284.2
66,0,74.0,163.3,27.73,33.6,Elliptical,6.0,83,1,102,520.3
43,0,68.6,159.0,27.13,23.7,Swimming,8.0,95,3,148,1500.0
34,1,74.3,164.5,27.44,23.0,Weight Training,5.0,112,2,130,1310.0
67,0,60.0,168.9,21.01,32.2,Jump Rope,11.0,100,2,139,1500.0
41,1,90.0,192.4,24.31,12.1,Elliptical,6.0,89,3,146,1500.0
32,1,75.0,183.1,22.35,32.9,Jump Rope,11.0,44,1,98,486.0
18,0,42.2,162.9,15.89,34.3,Cycling,7.5,64,1,87,289.9
15,0,55.4,154.8,23.11,29.1,Cycling,7.5,107,2,118,1181.5
64,1,78.9,177.3,25.07,25.7,Yoga,3.0,29,1,96,183.4
15,0,53.7,163.0,20.22,24.3,Running,9.8,50,3,150,989.4
72,1,78.9,165.3,28.88,13.4,Jump Rope,11.0,53,1,111,695.6
40,1,80.4,182.2,24.23,23.2,Rowing,8.5,95,3,138,1500.0
59,1,65.1,175.8,21.04,11.2,Weight Training,5.0,74,2,123,807.9
34,0,61.0,154.9,25.42,20.6,Jump Rope,11.0,41,1,91,326.1
66,1,95.1,179.8,29.42,17.0,Cycling,7.5,68,2,137,1382.6
37,1,80.0,191.9,21.72,17.4,Walking,3.5,16,2,121,173.2
24,1,68.0,177.1,21.69,23.5,Yoga,3.0,84,1,89,323.2
73,0,47.3,162.4,17.93,21.0,Elliptical,6.0,18,2,123,164.6
25,1,86.7,174.8,28.35,19.0,Swimming,8.0,101,2,133,1500.0
55,1,87.2,171.9,29.53,17.3,Swimming,8.0,61,3,149,1500.0
55,1,86.9,181.6,26.36,12.7,Running,9.8,109,2,114,1500.0
19,0,48.9,149.6,21.83,25.5,Running,9.8,62,1,77,380.0
72,1,85.8,179.0,26.77,18.7,Jump Rope,11.0,71,1,86,879.1
15,1,94.6,187.0,27.06,21.3,Elliptical,6.0,79,2,120,1227.0
31,0,57.0,160.0,22.27,32.2,Yoga,3.0,72,3,127,588.7
36,0,61.4,158.5,24.44,24.3,Jump Rope,11.0,65,2,109,985.5
48,1,82.4,164.3,30.5,18.5,Weight Training,5.0,61,2,122,781.9
70,1,78.4,185.0,22.9,18.0,Walking,3.5,91,2,105,826.7
59,1,59.4,174.1,19.61,17.3,Elliptical,6.0,84,3,155,1417.8
55,0,56.6,170.2,19.51,16.2,Yoga,3.0,48,3,145,444.0
43,0,75.2,164.6,27.79,29.0,Weight Training,5.0,51,3,141,756.6
18,1,60.4,179.9,18.66,23.6,Yoga,3.0,94,1,94,341.6
19,0,57.7,160.8,22.32,25.4,Weight Training,5.0,69,2,121,565.2
25,1,87.0,176.2,28.02,26.0,Swimming,8.0,110,3,152,1500.0
70,1,55.3,180.2,17.04,15.7,Jump Rope,11.0,58,1,92,504.7
65,0,69.9,171.3,23.8,27.1,HIIT,12.0,93,2,118,1500.0
35,1,87.5,188.4,24.63,20.2,Running,9.8,82,2,105,1500.0
49,0,45.0,152.2,19.41,24.0,Elliptical,6.0,57,3,133,665.2
